Date,pro1,pro2,pro3,pro4,lumbini,Karnali,Supa,Antigen,Total,sum,cum,pro1,,,pro2,,,pro3,,,pro4,,,pro5,,,pro6,,,pro7,,,,P1,P2,P3,P4,P5,P6,P7,,Active(Nepal),AP1,AP2,AP3,AP4,AP5,AP6,AP7,,St,S1,S2,S3,S4,S5,S6,S7,,kathamandu,Lalitpur,bhaktapur,Valley,,Aktm,Alalitpur,Abhaktapur,Avalley,,Stktm,Stlalit,Stbhaktapur,,IHHS,Ratio
3/14/2021,3,0,27,16,5,1,1,0,53,53,53,IIS,ICU,Vent,IIS,ICU,Vent,IIS,ICU,Vent,IIS,ICU,Vent,IIS,ICU,Vent,IIS,ICU,Vent,IIS,ICU,Vent,,3,0,27,16,5,1,1,,,,,,,,,,,,,,,,,,,,19,2,1,22,,,,,,,,,,,#VALUE!,
7/20/2021,644,56,1039,265,107,30,61,921,3123,3123,444142,710,103,46,26,9,0,1126,340,101,224,67,12,268,53,9,144,15,1,87,5,3,,913.3569482,79.42234332,1473.56812,375.8378747,151.753406,42.54768392,86.51362398,,38878,9625.373229,908.7935277,17849.35648,6173.020122,2505.252615,802.2065972,1025.997426,,25555858,4716854,5847674,5836292,2435003,4773574,1687635,2739665,,342,88,31,,,,,,,,,,,,2354,0.063011939
7/21/2021,288,26,1009,336,154,43,61,920,2838,2837,446980,702,139,52,27,8,0,1128,340,99,139,70,11,267,52,5,146,13,1,83,5,3,,426.2159624,38.47782994,1493.235785,497.2519562,227.9071466,63.63641106,90.27490871,,39094,9435.413733,875.1337429,18056.13814,6297.561069,2515.244051,828.271334,1098.237932,,25553020,4716566,5847648,5835283,2434667,4773420,1687592,2739604,,342,88,31,,,,,,,,,,,,2611,0.067158804
7/22/2021,529,32,934,272,59,20,9,859,2714,2714,449694,714,115,54,28,6,0,1183,366,98,298,73,11,307,56,6,136,11,0,93,8,3,,773.9654987,46.81832884,1366.509973,397.9557951,86.3212938,29.26145553,13.16765499,,39174,9463.324644,842.2912123,18241.52268,6363.085969,2425.39229,770.212232,1076.170976,,25550306,4716037,5847616,5834349,2434395,4773361,1687572,2739595,,342,88,31,,,,,,,,,,,,2566,0.065636671
7/23/2021,547,48,920,340,107,3,17,995,2977,2977,452671,707,131,55,24,5,0,1272,396,95,145,78,15,316,53,6,119,11,1,95,8,3,,821.6039354,72.09687185,1381.85671,510.6861756,160.7159435,4.50605449,25.53430878,,39172,9632.616079,864.2101995,18234.16881,6341.886568,2383.963041,715.9384788,1004.216823,,25547329,4715490,5847568,5833429,2434055,4773254,1687569,2739578,,342,88,31,,,,,,,,,,,,2514,0.064175218
7/24/2021,399,55,1006,503,154,118,73,805,3114,3113,455785,736,97,47,25,5,0,1259,405,94,149,73,14,276,50,6,128,12,1,98,8,1,,538.1659445,74.18327556,1356.879549,678.4397747,207.7131716,159.1568458,98.46143847,,40411,9830.865562,915.322222,18675.88865,6738.857055,2391.725353,821.2624007,1038.078753,,25544215,4715091,5847513,5832423,2433552,4773100,1687451,2739505,,342,88,31,,,,,,,,,,,,2501,0.063846625
7/25/2021,394,66,695,232,107,26,19,698,2237,2237,458022,783,106,48,25,4,0,1258,408,94,95,82,15,270,43,7,132,14,1,117,9,3,,572.6952567,95.9337232,1010.211176,337.2215724,155.5289149,37.79207277,27.61728395,,40409,9781.791588,950.7431247,18627.12547,6812.847859,2411.100421,769.7980633,1053.593473,,25541978,4714697,5847447,5831728,2433320,4772993,1687425,2739486,,342,88,31,,,,,,,,,,,,2673,0.066145356
7/26/2021,613,41,1362,214,142,5,14,1030,3421,3421,461443,788,109,44,23,5,0,1261,418,93,226,75,17,268,42,8,133,13,1,112,7,3,,877.069427,58.66206608,1948.72522,306.1873693,203.1710581,7.153910498,20.03094939,,41661,10099.37764,964.5182728,19596.35402,6711.846758,2554.956624,741.6836811,990.2630029,,25538557,4714084,5847406,5830366,2433106,4772851,1687420,2739472,,342,88,31,,,,,,,,,,,,2777,0.068722314
7/27/2021,791,55,1227,455,104,28,66,1173,3899,3899,465342,791,106,46,28,1,0,1263,365,94,299,69,19,290,47,7,118,15,2,109,8,3,,1131.367938,78.66654439,1754.97909,650.7868672,148.7512839,40.0484226,94.39985326,,43729,10931.74639,1015.061131,20464.69689,7054.753269,2558.648894,752.1282233,949.9652005,,25534658,4713293,5847351,5829139,2432651,4772747,1687392,2739406,,342,88,31,,,,,,,,,,,,2642,0.063416625
7/28/2021,602,28,1241,582,118,20,43,1206,3840,3840,469182,829,110,48,22,2,0,1284,365,89,192,67,19,249,44,7,112,16,2,104,7,3,,877.6309795,40.82004556,1809.202733,848.4738041,172.0273349,29.1571754,62.68792711,,45199,11182.51938,988.567567,21267.00022,7502.15015,2513.309365,764.4569963,978.9963229,,25530818,4712691,5847323,5827898,2432069,4772629,1687372,2739363,,342,88,31,,,,,,,,,,,,2877,0.06579158
7/29/2021,566,41,1120,419,107,41,41,1030,3365,3365,472547,856,115,46,23,2,0,1349,381,86,332,70,17,247,45,4,141,16,4,97,7,3,,815.6702355,59.0856531,1614.047109,603.8265525,154.1991435,59.0856531,59.0856531,,46166,11483.18291,990.5928174,21674.00035,7768.003548,2570.94475,744.535938,932.7396941,,25527453,4712125,5847282,5826778,2431650,4772522,1687331,2739322,,342,88,31,,,,,,,,,,,,2938,0.065001438
7/30/2021,503,54,1105,507,165,93,37,1144,3611,3608,476158,897,123,52,20,2,0,1456,411,86,231,73,13,269,50,4,115,18,5,106,9,1,,736.5357143,79.07142857,1618.035714,742.3928571,241.6071429,136.1785714,54.17857143,,46872,11485.51962,1006.072206,22213.86193,7858.577998,2575.527017,782.4359025,945.0053302,,25523842,4711622,5847228,5825673,2431143,4772357,1687238,2739285,,342,88,31,,,,,,,,,,,,3013,0.06526448
7/31/2021,476,36,1159,409,152,34,14,826,3106,3106,479264,887,124,51,21,2,0,1460,422,90,258,73,13,273,54,5,98,20,3,104,11,4,,648.445614,49.04210526,1578.883333,557.172807,207.0666667,46.31754386,19.07192982,,47302,11680.45681,1020.575591,22390.17287,7897.669997,2611.401765,785.2046248,911.5183375,,25520736,4711146,5847192,5824514,2430734,4772205,1687204,2739271,,342,88,31,,,,,,,,,,,,3115,0.066457587
1/8/2021,523,37,995,262,95,58,11,587,2568,2568,481832,910,128,53,21,4,0,1496,390,94,326,71,10,283,55,6,97,16,3,102,13,3,,677.972741,47.96365472,1289.833417,339.634528,123.1499243,75.18626956,14.25946492,,46934,11256.33185,985.1135228,22596.9355,7918.237725,2583.799944,785.7468266,802.8346319,,25518168,4710623,5847155,5823519,2430472,4772110,1687146,2739260,,342,,31,,,,,,,,,,,,3111,0.065768889
2/8/2021,350,26,1299,402,141,6,55,846,3125,3125,484957,907,129,54,22,4,0,1494,399,96,303,71,10,281,58,8,116,16,3,101,13,4,,479.9254059,35.65160158,1781.208864,551.228609,193.3413778,8.227292672,75.4168495,,48184,11252.47863,990.7078724,23409.15582,8174.619006,2699.851245,781.0924399,871.0949929,,25515043,4710273,5847129,5822220,2430070,4771969,1687140,2739205,,342,,31,,,,,,,,,,,,2933,0.06249201
3/8/2021,543,54,1376,278,158,25,14,935,3383,3383,488340,906,125,50,22,4,0,1495,425,91,119,44,2,288,57,13,105,17,2,102,14,4,,750.3958333,74.625,1901.555556,384.1805556,218.3472222,34.54861111,19.34722222,,49766,11730.44192,1003.483322,24438.92723,8180.339218,2790.081542,784.7162758,833.0104898,,25511660,4709730,5847075,5820844,2429792,4771811,1687115,2739191,,342,,31,,,,,,,,,,,,3110,0.064544247
4/8/2021,582,22,1644,438,163,77,49,1132,4107,4107,492447,877,122,45,24,2,0,1570,447,92,222,56,0,284,58,13,113,17,2,104,12,4,,803.4534454,30.37109244,2269.548908,604.6608403,225.0221849,106.2988235,67.64470588,,51428,11844.47088,960.8915644,25648.28126,8385.937939,2876.623215,879.1027973,827.6923455,,25507553,4709148,5847053,5819200,2429354,4771648,1687038,2739142,,342,,31,,,,,,,,,,,,3210,0.064501869
5/8/2021,690,45,1667,362,149,51,43,931,3938,3938,496385,873,119,46,22,2,0,1653,456,90,253,57,0,292,56,14,108,12,2,113,11,6,,903.6315264,58.93249085,2183.121383,474.0791487,195.1320253,66.7901563,56.31326904,,52243,11834.74546,940.4017119,26357.83452,8484.179213,2920.001835,903.3452697,797.4919906,,25503615,4708458,5847008,5817533,2428992,4771499,1686987,2739099,,342,,31,,,,,,,,,,,,3398,0.066072956
6/8/2021,375,42,1066,639,167,62,79,1299,3729,3729,500114,873,120,43,21,2,0,1702,473,91,325,62,2,356,59,14,117,5,2,121,11,6,,575.462963,64.45185185,1635.849383,980.5888889,256.2728395,95.14320988,121.2308642,,53134,11983.99246,966.3757339,26500.44812,8967.516146,2948.367528,934.8520685,828.4479461,,25499886,4708083,5846966,5816467,2428353,4771332,1686925,2739020,,342,,31,,,,,,,,,,,,3300,0.063166357
7/8/2021,243,34,1203,528,99,93,31,987,3218,3218,503332,876,137,48,21,3,0,1633,479,97,324,58,2,341,55,16,102,5,2,108,9,4,,350.50381,49.04168534,1735.21022,761.5885253,142.7978485,134.1434334,44.71447781,,53638,11560.53077,968.5990904,26869.14837,9331.148876,3004.844082,1039.734046,859.9947689,,25496668,4707840,5846932,5815264,2427825,4771233,1686832,2738989,,342,,31,,,,,,,,,,,,3446,0.064854895
8/8/2021,413,11,1231,278,146,50,8,411,2548,2548,505880,846,141,52,21,3,0,1737,519,104,360,65,2,355,60,17,106,6,1,97,8,5,,492.4305101,13.11558259,1467.752925,331.4665419,174.0795508,59.61628451,9.538605522,,53209,11231.35734,909.6178011,26955.04458,9151.929242,3018.20769,1094.844276,843.9990656,,25494120,4707427,5846921,5814033,2427547,4771087,1686782,2738981,,342,,31,,,,,,,,,,,,3262,0.060815094
9/8/2021,343,57,1526,472,154,10,47,1042,3651,3651,509531,871,146,54,22,4,0,1634,458,109,334,66,2,329,52,13,94,6,1,97,9,7,,479.9896512,79.76504408,2135.464163,660.5105404,215.5055577,13.99386738,65.7711767,,53746,11173.18105,915.1995696,27733.62919,9134.000008,3026.000076,949.681298,811.3088039,,25490469,4707084,5846864,5812507,2427075,4770933,1686772,2738934,,342,,31,,,,,,,,,,,,3250,0.061079892
10/8/2021,653,35,1694,573,124,53,62,1710,4904,4904,514435,861,142,45,18,4,0,1686,485,109,235,64,2,349,52,12,100,6,1,91,8,7,,1002.602379,53.73825924,2600.931747,879.7720726,190.3869756,81.37507827,95.19348779,,56413,11603.08817,873.0041057,29324.34976,9676.550508,3060.858136,993.2643035,878.8850077,,25485565,4706431,5846829,5810813,2426502,4770809,1686719,2738872,,342,,31,,,,,,,,,,,,3150,0.058609013
